Term,Lang,Type,kyotoDomainRelevance,kyotoDomainRelevance.raw,termFrequency,hyponymCount,localDocFrequency
custodium,,SingleWord,2.4994792968420665,4.0,4,0,4
fundadministrator,,SingleWord,2.4994792968420665,4.0,4,0,4
different security,,MultiWord,2.4994792968420665,4.0,2,1,2
mountains,,SingleWord,2.4994792968420665,4.0,4,0,4
vanilla,,SingleWord,2.4994792968420665,4.0,4,0,4
ukex,,SingleWord,2.4994792968420665,4.0,4,0,4
market identifier code,,MultiWord,2.4994792968420665,4.0,2,1,2
autobahn,,SingleWord,2.4994792968420665,4.0,4,0,4
partialredemptionallocationconvention,,SingleWord,2.4994792968420665,4.0,2,1,2
paymentduedate,,SingleWord,2.4994792968420665,4.0,2,1,2
ordered collection,,MultiWord,2.4994792968420665,4.0,2,1,2
sedc,,SingleWord,2.4994792968420665,4.0,4,0,4
sece,,SingleWord,2.4994792968420665,4.0,4,0,4
secf,,SingleWord,2.4994792968420665,4.0,4,0,4
secc,,SingleWord,2.4994792968420665,4.0,4,0,4
secd,,SingleWord,2.4994792968420665,4.0,4,0,4
sebs,,SingleWord,2.4994792968420665,4.0,4,0,4
sebl,,SingleWord,2.4994792968420665,4.0,4,0,4
jpy-tsr-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
aqeu,,SingleWord,2.4994792968420665,4.0,4,0,4
aqea,,SingleWord,2.4994792968420665,4.0,4,0,4
identifyconformingmortgage,,SingleWord,2.4994792968420665,4.0,4,0,4
shorttermcreditrating,,SingleWord,2.4994792968420665,4.0,2,1,2
dejurecontrollinginterestparty,,SingleWord,2.4994792968420665,4.0,2,1,2
hasstrikerate,,SingleWord,2.4994792968420665,4.0,2,1,2
jurisdictionofthelebaneserepublic jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
nwms,,SingleWord,2.4994792968420665,4.0,4,0,4
wrt,,SingleWord,2.4994792968420665,4.0,3,1,2
loan default,,MultiWord,2.4994792968420665,4.0,5,3,1
lqfi,,SingleWord,2.4994792968420665,4.0,4,0,4
jpy-tibor-tibm-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
other term,,MultiWord,2.4994792968420665,4.0,4,0,4
sepe,,SingleWord,2.4994792968420665,4.0,4,0,4
standardizedoptionsterms,,SingleWord,2.4994792968420665,4.0,4,0,4
semx,,SingleWord,2.4994792968420665,4.0,4,0,4
sabadell,,SingleWord,2.4994792968420665,4.0,5,0,4
arco,,SingleWord,2.4994792968420665,4.0,4,0,4
arax,,SingleWord,2.4994792968420665,4.0,4,0,4
other currency,,MultiWord,2.4994792968420665,4.0,1,3,1
cancellation,,SingleWord,2.4994792968420665,4.0,2,1,2
nxeu,,SingleWord,2.4994792968420665,4.0,4,0,4
usd-prime-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
salesstrategy,,SingleWord,2.4994792968420665,4.0,2,1,2
rating issuer,,MultiWord,2.4994792968420665,4.0,2,1,2
xcx,,SingleWord,2.4994792968420665,4.0,4,0,4
hegx,,SingleWord,2.4994792968420665,4.0,4,0,4
maritime border with thailand through the gulf,,MultiWord,2.4994792968420665,4.0,1,3,1
locks,,SingleWord,2.4994792968420665,4.0,4,0,4
potential event of default with respect,,MultiWord,2.4994792968420665,4.0,4,0,4
fileversion,,SingleWord,2.4994792968420665,4.0,2,1,2
wqxl,,SingleWord,2.4994792968420665,4.0,4,0,4
ease of use in datum mapping,,MultiWord,2.4994792968420665,4.0,2,1,2
swapdealer,,SingleWord,2.4994792968420665,4.0,4,0,4
cxaq,,SingleWord,2.4994792968420665,4.0,4,0,4
cxar,,SingleWord,2.4994792968420665,4.0,4,0,4
sell,,SingleWord,2.4994792968420665,4.0,2,1,2
self,,SingleWord,2.4994792968420665,4.0,4,0,4
ukre,,SingleWord,2.4994792968420665,4.0,4,0,4
selc,,SingleWord,2.4994792968420665,4.0,4,0,4
selling interest in financial instrument,,MultiWord,2.4994792968420665,4.0,2,1,2
ukpx,,SingleWord,2.4994792968420665,4.0,4,0,4
usd-cp-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
aqxa,,SingleWord,2.4994792968420665,4.0,4,0,4
hasmonetaryamount,,SingleWord,2.4994792968420665,4.0,4,0,4
ukor,,SingleWord,2.4994792968420665,4.0,4,0,4
rate-reuters,,MultiWord,2.4994792968420665,4.0,2,1,2
postingdate,,SingleWord,2.4994792968420665,4.0,2,1,2
certain amount,,MultiWord,2.4994792968420665,4.0,4,0,4
bond contract,,MultiWord,2.4994792968420665,4.0,4,0,4
haselectronicmailaddress,,SingleWord,2.4994792968420665,4.0,4,0,4
apaw,,SingleWord,2.4994792968420665,4.0,4,0,4
counterpart,,SingleWord,2.4994792968420665,4.0,2,1,2
vlg,,SingleWord,2.4994792968420665,4.0,4,0,4
delivery point detail,,MultiWord,2.4994792968420665,4.0,2,1,2
kind of partner and type,,MultiWord,2.4994792968420665,4.0,2,1,2
security distribution,,MultiWord,2.4994792968420665,4.0,2,1,2
scxm,,SingleWord,2.4994792968420665,4.0,4,0,4
scxf,,SingleWord,2.4994792968420665,4.0,4,0,4
scxa,,SingleWord,2.4994792968420665,4.0,4,0,4
participationnote,,SingleWord,2.4994792968420665,4.0,4,0,4
burgs,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofsuriname jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
economic integration,,MultiWord,2.4994792968420665,4.0,2,1,2
poc review,,MultiWord,2.4994792968420665,4.0,2,1,2
aggregate total,,MultiWord,2.4994792968420665,4.0,2,1,2
hkd-hibor-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
ratingassessmentactivity,,SingleWord,2.4994792968420665,4.0,2,1,2
maximuminvestmentpercentage,,SingleWord,2.4994792968420665,4.0,2,1,2
assessment report,,MultiWord,2.4994792968420665,4.0,1,3,1
cardproduct,,SingleWord,2.4994792968420665,4.0,2,1,2
hasopeningdatetime,,SingleWord,2.4994792968420665,4.0,4,0,4
mic-immh,,SingleWord,2.4994792968420665,4.0,2,1,2
rate-tradition,,MultiWord,2.4994792968420665,4.0,2,1,2
citibanknafdiccertificatenumber,,SingleWord,2.4994792968420665,4.0,4,0,4
new york department of state division,,MultiWord,2.4994792968420665,4.0,2,1,2
subscriptiondealingfrequency,,SingleWord,2.4994792968420665,4.0,2,1,2
licenseidentifier,,SingleWord,2.4994792968420665,4.0,2,1,2
wbk,,SingleWord,2.4994792968420665,4.0,4,0,4
appraised value,,MultiWord,2.4994792968420665,4.0,2,1,2
shopping,,SingleWord,2.4994792968420665,4.0,4,0,4
capitallabormultifactorproductivityvalueadded,,SingleWord,2.4994792968420665,4.0,4,0,4
hasnotionalamount,,SingleWord,2.4994792968420665,4.0,4,0,4
statestreetcorporationbusinessentityidentifier,,SingleWord,2.4994792968420665,4.0,2,1,2
defined set,,MultiWord,2.4994792968420665,4.0,2,1,2
extraction resource,,MultiWord,2.4994792968420665,4.0,1,3,1
certain schedule,,MultiWord,2.4994792968420665,4.0,4,0,4
federal court,,MultiWord,2.4994792968420665,4.0,2,1,2
sunday,,SingleWord,2.4994792968420665,4.0,5,0,4
skbb,,SingleWord,2.4994792968420665,4.0,4,0,4
federal examination,,MultiWord,2.4994792968420665,4.0,1,3,1
actual agreement,,MultiWord,2.4994792968420665,4.0,1,3,1
swap identifier,,MultiWord,2.4994792968420665,4.0,2,1,2
minimum cardinality,,MultiWord,2.4994792968420665,4.0,2,1,2
held company,,MultiWord,2.4994792968420665,4.0,4,0,4
axis,,SingleWord,2.4994792968420665,4.0,2,1,2
skyx,,SingleWord,2.4994792968420665,4.0,4,0,4
euroclearsanv,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofmontenegro jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
repository of financial datum and institution characteristic,,MultiWord,2.4994792968420665,4.0,4,0,4
naira,,SingleWord,2.4994792968420665,4.0,7,0,4
fairness,,SingleWord,2.4994792968420665,4.0,4,0,4
theproctorandgamblecompany-us-oh,,SingleWord,2.4994792968420665,4.0,4,0,4
acting result,,MultiWord,2.4994792968420665,4.0,1,3,1
sound,,SingleWord,2.4994792968420665,4.0,4,0,4
basics,,SingleWord,2.4994792968420665,4.0,2,1,2
designatedcontractmarket,,SingleWord,2.4994792968420665,4.0,4,0,4
inr-semi,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionoftheholysee jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
otheramountsobligation,,SingleWord,2.4994792968420665,4.0,2,1,2
grd-athibor-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
newyorkstockexchangemarketidentifiercoderegistryentry,,SingleWord,2.4994792968420665,4.0,4,0,4
creditinstitution http,,MultiWord,2.4994792968420665,4.0,2,1,2
jurisdictionofbelgium jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
precious metal identifier,,MultiWord,2.4994792968420665,4.0,4,0,4
jpeu,,SingleWord,2.4994792968420665,4.0,4,0,4
solecontrollingparty,,SingleWord,2.4994792968420665,4.0,2,1,2
jpmi,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofliechtenstein jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
accuityinc-us-de,,SingleWord,2.4994792968420665,4.0,4,0,4
metada registry,,MultiWord,2.4994792968420665,4.0,4,0,4
day in a month and day,,MultiWord,2.4994792968420665,4.0,2,1,2
canadianproducerpriceindex,,SingleWord,2.4994792968420665,4.0,4,0,4
lithuanian,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofchile jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
liquidacao,,SingleWord,2.4994792968420665,4.0,4,0,4
legally-mandated hiatus,,MultiWord,2.4994792968420665,4.0,1,3,1
dividendschedule,,SingleWord,2.4994792968420665,4.0,2,1,2
chicagomercantileexchangeheadquartersaddress,,SingleWord,2.4994792968420665,4.0,4,0,4
hasprepaymentpenaltyterm,,SingleWord,2.4994792968420665,4.0,4,0,4
maturitylevel,,SingleWord,2.4994792968420665,4.0,4,0,4
companysecretary,,SingleWord,2.4994792968420665,4.0,4,0,4
special drawing right,,MultiWord,2.4994792968420665,4.0,4,0,4
other fibo domain area,,MultiWord,2.4994792968420665,4.0,4,0,4
autp,,SingleWord,2.4994792968420665,4.0,4,0,4
sigj,,SingleWord,2.4994792968420665,4.0,4,0,4
siga,,SingleWord,2.4994792968420665,4.0,4,0,4
autx,,SingleWord,2.4994792968420665,4.0,4,0,4
autb,,SingleWord,2.4994792968420665,4.0,4,0,4
sifx,,SingleWord,2.4994792968420665,4.0,4,0,4
productivity http,,MultiWord,2.4994792968420665,4.0,2,1,2
governmentofthestateofisrael,,SingleWord,2.4994792968420665,4.0,4,0,4
auro,,SingleWord,2.4994792968420665,4.0,4,0,4
simd,,SingleWord,2.4994792968420665,4.0,4,0,4
european equities,,MultiWord,2.4994792968420665,4.0,4,0,4
borrowing rate,,MultiWord,2.4994792968420665,4.0,1,3,1
laspeyre,,SingleWord,2.4994792968420665,4.0,6,1,2
mediator,,SingleWord,2.4994792968420665,4.0,1,3,1
statestreetbankandtrustcompanylegalentityidentifierregistryentry,,SingleWord,2.4994792968420665,4.0,4,0,4
delegatedlegalauthority,,SingleWord,2.4994792968420665,4.0,4,0,4
first,,SingleWord,2.4994792968420665,4.0,2,1,2
barcode,,SingleWord,2.4994792968420665,4.0,4,1,2
aurb,,SingleWord,2.4994792968420665,4.0,4,0,4
sics,,SingleWord,2.4994792968420665,4.0,4,0,4
fiduciary responsibility,,MultiWord,2.4994792968420665,4.0,2,1,2
thehomedepotinc-us-de,,SingleWord,2.4994792968420665,4.0,4,0,4
siab,,SingleWord,2.4994792968420665,4.0,4,0,4
bermudanexerciseconvention,,SingleWord,2.4994792968420665,4.0,2,1,2
hastag property,,MultiWord,2.4994792968420665,4.0,1,3,1
duplication of concept with lcc,,MultiWord,2.4994792968420665,4.0,4,0,4
companywarrant,,SingleWord,2.4994792968420665,4.0,2,1,2
entitylegalform,,SingleWord,2.4994792968420665,4.0,4,0,4
jpcb,,SingleWord,2.4994792968420665,4.0,4,0,4
federalreservedistrictidentifier,,SingleWord,2.4994792968420665,4.0,2,1,2
address number,,MultiWord,2.4994792968420665,4.0,2,1,2
simv,,SingleWord,2.4994792968420665,4.0,4,0,4
dealingfrequencydescription,,SingleWord,2.4994792968420665,4.0,2,1,2
bnymellonnationalassociationbusinessentityidentifier-sd,,SingleWord,2.4994792968420665,4.0,4,0,4
committeeonuniformsecuritiesidentificationproceduresnumber,,SingleWord,2.4994792968420665,4.0,4,0,4
lineitem,,SingleWord,2.4994792968420665,4.0,4,0,4
bond yield,,MultiWord,2.4994792968420665,4.0,2,1,2
jurisdictionofhongkong jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
fixedfloatinterestrateswap,,SingleWord,2.4994792968420665,4.0,4,0,4
atlb,,SingleWord,2.4994792968420665,4.0,4,0,4
leveliiamericandepositaryreceipt,,SingleWord,2.4994792968420665,4.0,4,0,4
statisticalarea,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofalbania jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
athl,,SingleWord,2.4994792968420665,4.0,4,0,4
shar,,SingleWord,2.4994792968420665,4.0,4,0,4
maringa,,SingleWord,2.4994792968420665,4.0,5,0,4
mortgagedebt,,SingleWord,2.4994792968420665,4.0,2,1,2
atln,,SingleWord,2.4994792968420665,4.0,4,0,4
market hour,,MultiWord,2.4994792968420665,4.0,1,3,1
many rating,,MultiWord,2.4994792968420665,4.0,1,3,1
contact,,SingleWord,2.4994792968420665,4.0,4,0,4
creditindexconstituent,,SingleWord,2.4994792968420665,4.0,2,1,2
journal,,SingleWord,2.4994792968420665,4.0,2,1,2
the 'start node,,MultiWord,2.4994792968420665,4.0,4,0,4
full face value,,MultiWord,2.4994792968420665,4.0,2,1,2
credem,,SingleWord,2.4994792968420665,4.0,4,0,4
optionbarrierfeatureterms,,SingleWord,2.4994792968420665,4.0,4,0,4
swapstreamcalculationrelativedate,,SingleWord,2.4994792968420665,4.0,2,1,2
fiduciary capacity for the benefit,,MultiWord,2.4994792968420665,4.0,2,1,2
fbsi,,SingleWord,2.4994792968420665,4.0,4,0,4
financialobjective,,SingleWord,2.4994792968420665,4.0,2,1,2
uncommittedcreditfacility,,SingleWord,2.4994792968420665,4.0,2,1,2
lifecycle event,,MultiWord,2.4994792968420665,4.0,2,1,2
legalentityidentifier,,SingleWord,2.4994792968420665,4.0,4,0,4
layer,,SingleWord,2.4994792968420665,4.0,2,1,2
principal amount accrete over time,,MultiWord,2.4994792968420665,4.0,2,1,2
uruguayo,,SingleWord,2.4994792968420665,4.0,4,0,4
garnishment,,SingleWord,2.4994792968420665,4.0,2,1,2
mndk,,SingleWord,2.4994792968420665,4.0,4,0,4
xndq,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofandorra jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
jurisdictionofecuador jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
bndd,,SingleWord,2.4994792968420665,4.0,4,0,4
xnep,,SingleWord,2.4994792968420665,4.0,4,0,4
situational role,,MultiWord,2.4994792968420665,4.0,4,0,4
iats,,SingleWord,2.4994792968420665,4.0,4,0,4
cnh-hibor-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
xngs,,SingleWord,2.4994792968420665,4.0,4,0,4
monitoring,,SingleWord,2.4994792968420665,4.0,1,3,1
potential borrower,,MultiWord,2.4994792968420665,4.0,4,0,4
maritime border with vietnam in the gulf,,MultiWord,2.4994792968420665,4.0,1,3,1
xnam,,SingleWord,2.4994792968420665,4.0,4,0,4
xnas,,SingleWord,2.4994792968420665,4.0,4,0,4
energyresource,,SingleWord,2.4994792968420665,4.0,4,0,4
xncm,,SingleWord,2.4994792968420665,4.0,4,0,4
xnco,,SingleWord,2.4994792968420665,4.0,4,0,4
principal portion of the monthly payment,,MultiWord,2.4994792968420665,4.0,1,3,1
food price,,MultiWord,2.4994792968420665,4.0,3,1,2
taka,,SingleWord,2.4994792968420665,4.0,7,0,4
dataprotectionrequirement,,SingleWord,2.4994792968420665,4.0,2,1,2
bankofnewyorkmelloncorporation-us-de,,SingleWord,2.4994792968420665,4.0,4,0,4
otcq,,SingleWord,2.4994792968420665,4.0,4,0,4
otcm,,SingleWord,2.4994792968420665,4.0,4,0,4
otcn,,SingleWord,2.4994792968420665,4.0,4,0,4
otce,,SingleWord,2.4994792968420665,4.0,4,0,4
otcb,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofslovakia jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
bntw,,SingleWord,2.4994792968420665,4.0,4,0,4
skk-bribor-nbsk,,SingleWord,2.4994792968420665,4.0,4,0,4
mnse,,SingleWord,2.4994792968420665,4.0,4,0,4
contractual agreement,,MultiWord,2.4994792968420665,4.0,3,1,2
underlying commodity,,MultiWord,2.4994792968420665,4.0,2,1,2
processingcountry,,SingleWord,2.4994792968420665,4.0,2,1,2
xnxc,,SingleWord,2.4994792968420665,4.0,4,0,4
xnxd,,SingleWord,2.4994792968420665,4.0,4,0,4
federalreserveboardh,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionoftheholysee,,SingleWord,2.4994792968420665,4.0,4,0,4
bnym,,SingleWord,2.4994792968420665,4.0,4,0,4
bnyc,,SingleWord,2.4994792968420665,4.0,4,0,4
last date,,MultiWord,2.4994792968420665,4.0,2,1,2
commodityfuture,,SingleWord,2.4994792968420665,4.0,4,0,4
delineation,,SingleWord,2.4994792968420665,4.0,4,1,2
bnld,,SingleWord,2.4994792968420665,4.0,4,0,4
businessregistryentry,,SingleWord,2.4994792968420665,4.0,2,1,2
swaplifecycleevent,,SingleWord,2.4994792968420665,4.0,2,1,2
banks-bloomberg,,MultiWord,2.4994792968420665,4.0,2,1,2
otpr,,SingleWord,2.4994792968420665,4.0,4,0,4
otpb,,SingleWord,2.4994792968420665,4.0,4,0,4
machinery,,SingleWord,2.4994792968420665,4.0,4,0,4
xnom,,SingleWord,2.4994792968420665,4.0,4,0,4
xnor,,SingleWord,2.4994792968420665,4.0,4,0,4
bnps,,SingleWord,2.4994792968420665,4.0,4,0,4
xnim,,SingleWord,2.4994792968420665,4.0,4,0,4
hasforwardexchangerate,,SingleWord,2.4994792968420665,4.0,2,1,2
khhu,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionoftheroyalthaigovernment jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
xnks,,SingleWord,2.4994792968420665,4.0,4,0,4
sucre,,SingleWord,2.4994792968420665,4.0,7,0,4
container at a local post office or the local equivalent,,MultiWord,2.4994792968420665,4.0,1,3,1
creditratingagency,,SingleWord,2.4994792968420665,4.0,2,1,2
jurisdictionofthekingdomofsaudiarabia jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
liquidityedge,,SingleWord,2.4994792968420665,4.0,4,0,4
xmer,,SingleWord,2.4994792968420665,4.0,4,0,4
xmex,,SingleWord,2.4994792968420665,4.0,4,0,4
dsme,,SingleWord,2.4994792968420665,4.0,4,0,4
oslc,,SingleWord,2.4994792968420665,4.0,4,0,4
nok-nibor-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
bondmarketsuniteuropeancompositeunit,,SingleWord,2.4994792968420665,4.0,4,0,4
xmab,,SingleWord,2.4994792968420665,4.0,4,0,4
xmad,,SingleWord,2.4994792968420665,4.0,4,0,4
bmcl,,SingleWord,2.4994792968420665,4.0,4,0,4
financialservice,,SingleWord,2.4994792968420665,4.0,2,1,2
xman,,SingleWord,2.4994792968420665,4.0,4,0,4
xmat,,SingleWord,2.4994792968420665,4.0,4,0,4
xmau,,SingleWord,2.4994792968420665,4.0,4,0,4
mlxb,,SingleWord,2.4994792968420665,4.0,4,0,4
blxa,,SingleWord,2.4994792968420665,4.0,4,0,4
makewholefeature,,SingleWord,2.4994792968420665,4.0,4,0,4
mlvx,,SingleWord,2.4994792968420665,4.0,4,0,4
term sheet,,MultiWord,2.4994792968420665,4.0,2,1,2
custodian bank,,MultiWord,2.4994792968420665,4.0,2,1,2
xlux,,SingleWord,2.4994792968420665,4.0,4,0,4
interestratecapoption,,SingleWord,2.4994792968420665,4.0,4,0,4
specificationurl,,SingleWord,2.4994792968420665,4.0,2,1,2
authorizedparty,,SingleWord,2.4994792968420665,4.0,2,1,2
vfsi,,SingleWord,2.4994792968420665,4.0,4,0,4
basement,,SingleWord,2.4994792968420665,4.0,5,0,4
xmsm,,SingleWord,2.4994792968420665,4.0,4,0,4
xmsw,,SingleWord,2.4994792968420665,4.0,4,0,4
xmun,,SingleWord,2.4994792968420665,4.0,4,0,4
xmvl,,SingleWord,2.4994792968420665,4.0,4,0,4
xmnx,,SingleWord,2.4994792968420665,4.0,4,0,4
xmoc,,SingleWord,2.4994792968420665,4.0,4,0,4
xmol,,SingleWord,2.4994792968420665,4.0,4,0,4
xmon,,SingleWord,2.4994792968420665,4.0,4,0,4
xmot,,SingleWord,2.4994792968420665,4.0,4,0,4
jurisdictionofbrunei jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
sheqel,,SingleWord,2.4994792968420665,4.0,4,0,4
verbalcontract,,SingleWord,2.4994792968420665,4.0,2,1,2
bmtf,,SingleWord,2.4994792968420665,4.0,4,0,4
unitedstatesdepartmentoflabor,,SingleWord,2.4994792968420665,4.0,4,0,4
listingservice,,SingleWord,2.4994792968420665,4.0,2,1,2
cardexpirationdate,,SingleWord,2.4994792968420665,4.0,2,1,2
xmfx,,SingleWord,2.4994792968420665,4.0,4,0,4
dsto,,SingleWord,2.4994792968420665,4.0,4,0,4
bmls,,SingleWord,2.4994792968420665,4.0,4,0,4
spending,,SingleWord,2.4994792968420665,4.0,2,1,2
xmil,,SingleWord,2.4994792968420665,4.0,4,0,4
bmli,,SingleWord,2.4994792968420665,4.0,4,0,4
xlat,,SingleWord,2.4994792968420665,4.0,4,0,4
xlbm,,SingleWord,2.4994792968420665,4.0,4,0,4
mic-xasx,,SingleWord,2.4994792968420665,4.0,2,1,2
drct,,SingleWord,2.4994792968420665,4.0,4,0,4
xlch,,SingleWord,2.4994792968420665,4.0,4,0,4
underlyingassetseller,,SingleWord,2.4994792968420665,4.0,2,1,2
fxps,,SingleWord,2.4994792968420665,4.0,4,0,4
mlco,,SingleWord,2.4994792968420665,4.0,4,0,4
drip,,SingleWord,2.4994792968420665,4.0,6,0,4
fxop,,SingleWord,2.4994792968420665,4.0,4,0,4
blbb,,SingleWord,2.4994792968420665,4.0,4,0,4
keys,,SingleWord,2.4994792968420665,4.0,4,0,4
twd-reference,,SingleWord,2.4994792968420665,4.0,4,0,4
executive branch,,MultiWord,2.4994792968420665,4.0,2,1,2
mktf,,SingleWord,2.4994792968420665,4.0,4,0,4
semi-permanent organization in the machinery,,MultiWord,2.4994792968420665,4.0,2,1,2
businessentitydata-nl,,SingleWord,2.4994792968420665,4.0,4,0,4
fxal,,SingleWord,2.4994792968420665,4.0,4,0,4
minimumholdingperiod,,SingleWord,2.4994792968420665,4.0,2,1,2
jurisdictionoffinland jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
dram,,SingleWord,2.4994792968420665,4.0,4,0,4
fxfm,,SingleWord,2.4994792968420665,4.0,4,0,4
xkuw,,SingleWord,2.4994792968420665,4.0,4,0,4
blox,,SingleWord,2.4994792968420665,4.0,4,0,4
nontradabledebtinstrument,,SingleWord,2.4994792968420665,4.0,4,0,4
xlsm,,SingleWord,2.4994792968420665,4.0,4,0,4
vfgb,,SingleWord,2.4994792968420665,4.0,4,0,4
blnk,,SingleWord,2.4994792968420665,4.0,4,0,4
multifactor,,SingleWord,2.4994792968420665,4.0,4,0,4
entire class,,MultiWord,2.4994792968420665,4.0,2,1,2
blux,,SingleWord,2.4994792968420665,4.0,4,0,4
bltx,,SingleWord,2.4994792968420665,4.0,4,0,4
vfmi,,SingleWord,2.4994792968420665,4.0,4,0,4
businessidentifiercodescheme,,SingleWord,2.4994792968420665,4.0,4,0,4
bltd,,SingleWord,2.4994792968420665,4.0,4,0,4
mlsi,,SingleWord,2.4994792968420665,4.0,4,0,4
final maturity date with reduction,,MultiWord,2.4994792968420665,4.0,2,1,2
jurisdictionofnorway jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
delegate,,SingleWord,2.4994792968420665,4.0,2,1,2
jurisdictionofthedominicanrepublic jurisdiction,,MultiWord,2.4994792968420665,4.0,2,1,2
new hascoveragearea property,,MultiWord,2.4994792968420665,4.0,2,1,2
xlit,,SingleWord,2.4994792968420665,4.0,4,0,4
xljm,,SingleWord,2.4994792968420665,4.0,4,0,4
xlju,,SingleWord,2.4994792968420665,4.0,4,0,4
ownershipandcontrolmodule copyright,,MultiWord,2.4994792968420665,4.0,4,0,4
blfx,,SingleWord,2.4994792968420665,4.0,4,0,4
fxrq,,SingleWord,2.4994792968420665,4.0,4,0,4
fxrs,,SingleWord,2.4994792968420665,4.0,4,0,4
mles,,SingleWord,2.4994792968420665,4.0,4,0,4
referenceindex,,SingleWord,2.4994792968420665,4.0,4,0,4
specific index,,MultiWord,2.4994792968420665,4.0,2,1,2
xllb,,SingleWord,2.4994792968420665,4.0,4,0,4
executivebranch,,SingleWord,2.4994792968420665,4.0,4,0,4
bleq,,SingleWord,2.4994792968420665,4.0,4,0,4
xldn,,SingleWord,2.4994792968420665,4.0,4,0,4
